area	lon_wmc	lat_wmc	area_ext_coord	indx	indy
A771	30.812500	35.750000	[(30.46666666666667, 35.47957373333333), (31.15833333333333, 35.47957373333333), (31.15833333333333, 36.003531106666664), (30.46666666666667, 36.003531106666664), (30.46666666666667, 35.47957373333333)]	52	10
A772	30.831325	36.275602	[(30.46666666666667, 36.003531106666664), (31.15833333333333, 36.003531106666664), (31.15833333333333, 36.52748848), (30.46666666666667, 36.52748848), (30.46666666666667, 36.003531106666664)]	52	11
A773	30.875000	36.687500	[(30.46666666666667, 36.52748848), (31.15833333333333, 36.52748848), (31.15833333333333, 37.051445853333334), (30.46666666666667, 37.051445853333334), (30.46666666666667, 36.52748848)]	52	12
A774	31.525000	31.648611	[(31.15833333333333, 31.287914746666665), (31.85, 31.287914746666665), (31.85, 31.811872119999997), (31.15833333333333, 31.811872119999997), (31.15833333333333, 31.287914746666665)]	53	2
A775	31.500000	32.062500	[(31.15833333333333, 31.811872119999997), (31.85, 31.811872119999997), (31.85, 32.335829493333335), (31.15833333333333, 32.335829493333335), (31.15833333333333, 31.811872119999997)]	53	3
A776	31.500000	32.593750	[(31.15833333333333, 32.335829493333335), (31.85, 32.335829493333335), (31.85, 32.85978686666667), (31.15833333333333, 32.85978686666667), (31.15833333333333, 32.335829493333335)]	53	4
A777	31.500000	33.125000	[(31.15833333333333, 32.85978686666667), (31.85, 32.85978686666667), (31.85, 33.38374424), (31.15833333333333, 33.38374424), (31.15833333333333, 32.85978686666667)]	53	5
A778	31.500000	33.656250	[(31.15833333333333, 33.38374424), (31.85, 33.38374424), (31.85, 33.90770161333333), (31.15833333333333, 33.90770161333333), (31.15833333333333, 33.38374424)]	53	6
A779	31.500000	34.156250	[(31.15833333333333, 33.90770161333333), (31.85, 33.90770161333333), (31.85, 34.43165898666666), (31.15833333333333, 34.43165898666666), (31.15833333333333, 33.90770161333333)]	53	7
A780	31.500000	34.687500	[(31.15833333333333, 34.43165898666666), (31.85, 34.43165898666666), (31.85, 34.95561636), (31.15833333333333, 34.95561636), (31.15833333333333, 34.43165898666666)]	53	8
A781	31.500000	35.218750	[(31.15833333333333, 34.95561636), (31.85, 34.95561636), (31.85, 35.47957373333333), (31.15833333333333, 35.47957373333333), (31.15833333333333, 34.95561636)]	53	9
A782	31.500000	35.750000	[(31.15833333333333, 35.47957373333333), (31.85, 35.47957373333333), (31.85, 36.003531106666664), (31.15833333333333, 36.003531106666664), (31.15833333333333, 35.47957373333333)]	53	10
A783	31.500000	36.281250	[(31.15833333333333, 36.003531106666664), (31.85, 36.003531106666664), (31.85, 36.52748848), (31.15833333333333, 36.52748848), (31.15833333333333, 36.003531106666664)]	53	11
A784	31.408203	36.642578	[(31.15833333333333, 36.52748848), (31.85, 36.52748848), (31.85, 37.051445853333334), (31.15833333333333, 37.051445853333334), (31.15833333333333, 36.52748848)]	53	12
A785	32.468750	31.250000	[(31.85, 30.763957373333334), (32.541666666666664, 30.763957373333334), (32.541666666666664, 31.287914746666665), (31.85, 31.287914746666665), (31.85, 30.763957373333334)]	54	1
A786	32.238051	31.574449	[(31.85, 31.287914746666665), (32.541666666666664, 31.287914746666665), (32.541666666666664, 31.811872119999997), (31.85, 31.811872119999997), (31.85, 31.287914746666665)]	54	2
A787	32.187500	32.062500	[(31.85, 31.811872119999997), (32.541666666666664, 31.811872119999997), (32.541666666666664, 32.335829493333335), (31.85, 32.335829493333335), (31.85, 31.811872119999997)]	54	3
A788	32.187500	32.593750	[(31.85, 32.335829493333335), (32.541666666666664, 32.335829493333335), (32.541666666666664, 32.85978686666667), (31.85, 32.85978686666667), (31.85, 32.335829493333335)]	54	4
A789	32.187500	33.125000	[(31.85, 32.85978686666667), (32.541666666666664, 32.85978686666667), (32.541666666666664, 33.38374424), (31.85, 33.38374424), (31.85, 32.85978686666667)]	54	5
A790	32.187500	33.656250	[(31.85, 33.38374424), (32.541666666666664, 33.38374424), (32.541666666666664, 33.90770161333333), (31.85, 33.90770161333333), (31.85, 33.38374424)]	54	6
A791	32.187500	34.156250	[(31.85, 33.90770161333333), (32.541666666666664, 33.90770161333333), (32.541666666666664, 34.43165898666666), (31.85, 34.43165898666666), (31.85, 33.90770161333333)]	54	7
A792	32.151890	34.661337	[(31.85, 34.43165898666666), (32.541666666666664, 34.43165898666666), (32.541666666666664, 34.95561636), (31.85, 34.95561636), (31.85, 34.43165898666666)]	54	8
A793	32.165625	35.237500	[(31.85, 34.95561636), (32.541666666666664, 34.95561636), (32.541666666666664, 35.47957373333333), (31.85, 35.47957373333333), (31.85, 34.95561636)]	54	9
A794	32.187500	35.750000	[(31.85, 35.47957373333333), (32.541666666666664, 35.47957373333333), (32.541666666666664, 36.003531106666664), (31.85, 36.003531106666664), (31.85, 35.47957373333333)]	54	10
A795	32.086364	36.230682	[(31.85, 36.003531106666664), (32.541666666666664, 36.003531106666664), (32.541666666666664, 36.52748848), (31.85, 36.52748848), (31.85, 36.003531106666664)]	54	11
A796	31.875000	36.562500	[(31.85, 36.52748848), (32.541666666666664, 36.52748848), (32.541666666666664, 37.051445853333334), (31.85, 37.051445853333334), (31.85, 36.52748848)]	54	12
A797	32.735577	31.221154	[(32.541666666666664, 30.763957373333334), (33.233333333333334, 30.763957373333334), (33.233333333333334, 31.287914746666665), (32.541666666666664, 31.287914746666665), (32.541666666666664, 30.763957373333334)]	55	1
A798	32.875000	31.531250	[(32.541666666666664, 31.287914746666665), (33.233333333333334, 31.287914746666665), (33.233333333333334, 31.811872119999997), (32.541666666666664, 31.811872119999997), (32.541666666666664, 31.287914746666665)]	55	2
A799	32.875000	32.062500	[(32.541666666666664, 31.811872119999997), (33.233333333333334, 31.811872119999997), (33.233333333333334, 32.335829493333335), (32.541666666666664, 32.335829493333335), (32.541666666666664, 31.811872119999997)]	55	3
A800	32.875000	32.593750	[(32.541666666666664, 32.335829493333335), (33.233333333333334, 32.335829493333335), (33.233333333333334, 32.85978686666667), (32.541666666666664, 32.85978686666667), (32.541666666666664, 32.335829493333335)]	55	4
A801	32.875000	33.125000	[(32.541666666666664, 32.85978686666667), (33.233333333333334, 32.85978686666667), (33.233333333333334, 33.38374424), (32.541666666666664, 33.38374424), (32.541666666666664, 32.85978686666667)]	55	5
A802	32.875000	33.656250	[(32.541666666666664, 33.38374424), (33.233333333333334, 33.38374424), (33.233333333333334, 33.90770161333333), (32.541666666666664, 33.90770161333333), (32.541666666666664, 33.38374424)]	55	6
A803	32.875000	34.156250	[(32.541666666666664, 33.90770161333333), (33.233333333333334, 33.90770161333333), (33.233333333333334, 34.43165898666666), (32.541666666666664, 34.43165898666666), (32.541666666666664, 33.90770161333333)]	55	7
A804	32.879464	34.532738	[(32.541666666666664, 34.43165898666666), (33.233333333333334, 34.43165898666666), (33.233333333333334, 34.95561636), (32.541666666666664, 34.95561636), (32.541666666666664, 34.43165898666666)]	55	8
A805	32.803819	35.342014	[(32.541666666666664, 34.95561636), (33.233333333333334, 34.95561636), (33.233333333333334, 35.47957373333333), (32.541666666666664, 35.47957373333333), (32.541666666666664, 34.95561636)]	55	9
A806	32.875000	35.750000	[(32.541666666666664, 35.47957373333333), (33.233333333333334, 35.47957373333333), (33.233333333333334, 36.003531106666664), (32.541666666666664, 36.003531106666664), (32.541666666666664, 35.47957373333333)]	55	10
A807	32.964286	36.062500	[(32.541666666666664, 36.003531106666664), (33.233333333333334, 36.003531106666664), (33.233333333333334, 36.52748848), (32.541666666666664, 36.52748848), (32.541666666666664, 36.003531106666664)]	55	11
A808	33.611111	31.225694	[(33.233333333333334, 30.763957373333334), (33.925, 30.763957373333334), (33.925, 31.287914746666665), (33.233333333333334, 31.287914746666665), (33.233333333333334, 30.763957373333334)]	56	1
A809	33.562500	31.531250	[(33.233333333333334, 31.287914746666665), (33.925, 31.287914746666665), (33.925, 31.811872119999997), (33.233333333333334, 31.811872119999997), (33.233333333333334, 31.287914746666665)]	56	2
A810	33.562500	32.062500	[(33.233333333333334, 31.811872119999997), (33.925, 31.811872119999997), (33.925, 32.335829493333335), (33.233333333333334, 32.335829493333335), (33.233333333333334, 31.811872119999997)]	56	3
A811	33.562500	32.593750	[(33.233333333333334, 32.335829493333335), (33.925, 32.335829493333335), (33.925, 32.85978686666667), (33.233333333333334, 32.85978686666667), (33.233333333333334, 32.335829493333335)]	56	4
A812	33.562500	33.125000	[(33.233333333333334, 32.85978686666667), (33.925, 32.85978686666667), (33.925, 33.38374424), (33.233333333333334, 33.38374424), (33.233333333333334, 32.85978686666667)]	56	5
A813	33.562500	33.656250	[(33.233333333333334, 33.38374424), (33.925, 33.38374424), (33.925, 33.90770161333333), (33.233333333333334, 33.90770161333333), (33.233333333333334, 33.38374424)]	56	6
A814	33.562500	34.156250	[(33.233333333333334, 33.90770161333333), (33.925, 33.90770161333333), (33.925, 34.43165898666666), (33.233333333333334, 34.43165898666666), (33.233333333333334, 33.90770161333333)]	56	7
A815	33.607372	34.640224	[(33.233333333333334, 34.43165898666666), (33.925, 34.43165898666666), (33.925, 34.95561636), (33.233333333333334, 34.95561636), (33.233333333333334, 34.43165898666666)]	56	8
A816	33.513889	35.413194	[(33.233333333333334, 34.95561636), (33.925, 34.95561636), (33.925, 35.47957373333333), (33.233333333333334, 35.47957373333333), (33.233333333333334, 34.95561636)]	56	9
A817	33.562500	35.750000	[(33.233333333333334, 35.47957373333333), (33.925, 35.47957373333333), (33.925, 36.003531106666664), (33.233333333333334, 36.003531106666664), (33.233333333333334, 35.47957373333333)]	56	10
A818	33.651316	36.098684	[(33.233333333333334, 36.003531106666664), (33.925, 36.003531106666664), (33.925, 36.52748848), (33.233333333333334, 36.52748848), (33.233333333333334, 36.003531106666664)]	56	11
A819	34.000000	31.250000	[(33.925, 30.763957373333334), (34.61666666666667, 30.763957373333334), (34.61666666666667, 31.287914746666665), (33.925, 31.287914746666665), (33.925, 30.763957373333334)]	57	1
A820	34.178846	31.569231	[(33.925, 31.287914746666665), (34.61666666666667, 31.287914746666665), (34.61666666666667, 31.811872119999997), (33.925, 31.811872119999997), (33.925, 31.287914746666665)]	57	2
A821	34.250000	32.062500	[(33.925, 31.811872119999997), (34.61666666666667, 31.811872119999997), (34.61666666666667, 32.335829493333335), (33.925, 32.335829493333335), (33.925, 31.811872119999997)]	57	3
A822	34.250000	32.593750	[(33.925, 32.335829493333335), (34.61666666666667, 32.335829493333335), (34.61666666666667, 32.85978686666667), (33.925, 32.85978686666667), (33.925, 32.335829493333335)]	57	4
A823	34.250000	33.125000	[(33.925, 32.85978686666667), (34.61666666666667, 32.85978686666667), (34.61666666666667, 33.38374424), (33.925, 33.38374424), (33.925, 32.85978686666667)]	57	5
A824	34.250000	33.656250	[(33.925, 33.38374424), (34.61666666666667, 33.38374424), (34.61666666666667, 33.90770161333333), (33.925, 33.90770161333333), (33.925, 33.38374424)]	57	6
A825	34.250000	34.156250	[(33.925, 33.90770161333333), (34.61666666666667, 33.90770161333333), (34.61666666666667, 34.43165898666666), (33.925, 34.43165898666666), (33.925, 33.90770161333333)]	57	7
A826	34.250000	34.687500	[(33.925, 34.43165898666666), (34.61666666666667, 34.43165898666666), (34.61666666666667, 34.95561636), (33.925, 34.95561636), (33.925, 34.43165898666666)]	57	8
A827	34.301370	35.215753	[(33.925, 34.95561636), (34.61666666666667, 34.95561636), (34.61666666666667, 35.47957373333333), (33.925, 35.47957373333333), (33.925, 34.95561636)]	57	9
A828	34.246408	35.778017	[(33.925, 35.47957373333333), (34.61666666666667, 35.47957373333333), (34.61666666666667, 36.003531106666664), (33.925, 36.003531106666664), (33.925, 35.47957373333333)]	57	10
A829	34.300347	36.252604	[(33.925, 36.003531106666664), (34.61666666666667, 36.003531106666664), (34.61666666666667, 36.52748848), (33.925, 36.52748848), (33.925, 36.003531106666664)]	57	11
A830	34.473958	36.619792	[(33.925, 36.52748848), (34.61666666666667, 36.52748848), (34.61666666666667, 37.051445853333334), (33.925, 37.051445853333334), (33.925, 36.52748848)]	57	12
A831	34.684524	32.139881	[(34.61666666666667, 31.811872119999997), (35.30833333333333, 31.811872119999997), (35.30833333333333, 32.335829493333335), (34.61666666666667, 32.335829493333335), (34.61666666666667, 31.811872119999997)]	58	3
A832	34.739865	32.606419	[(34.61666666666667, 32.335829493333335), (35.30833333333333, 32.335829493333335), (35.30833333333333, 32.85978686666667), (34.61666666666667, 32.85978686666667), (34.61666666666667, 32.335829493333335)]	58	4
A833	34.865260	33.144481	[(34.61666666666667, 32.85978686666667), (35.30833333333333, 32.85978686666667), (35.30833333333333, 33.38374424), (34.61666666666667, 33.38374424), (34.61666666666667, 32.85978686666667)]	58	5
A834	34.937500	33.656250	[(34.61666666666667, 33.38374424), (35.30833333333333, 33.38374424), (35.30833333333333, 33.90770161333333), (34.61666666666667, 33.90770161333333), (34.61666666666667, 33.38374424)]	58	6
A835	34.937500	34.156250	[(34.61666666666667, 33.90770161333333), (35.30833333333333, 33.90770161333333), (35.30833333333333, 34.43165898666666), (34.61666666666667, 34.43165898666666), (34.61666666666667, 33.90770161333333)]	58	7
A836	34.937500	34.687500	[(34.61666666666667, 34.43165898666666), (35.30833333333333, 34.43165898666666), (35.30833333333333, 34.95561636), (34.61666666666667, 34.95561636), (34.61666666666667, 34.43165898666666)]	58	8
A837	34.937500	35.218750	[(34.61666666666667, 34.95561636), (35.30833333333333, 34.95561636), (35.30833333333333, 35.47957373333333), (34.61666666666667, 35.47957373333333), (34.61666666666667, 34.95561636)]	58	9
A838	34.937500	35.750000	[(34.61666666666667, 35.47957373333333), (35.30833333333333, 35.47957373333333), (35.30833333333333, 36.003531106666664), (34.61666666666667, 36.003531106666664), (34.61666666666667, 35.47957373333333)]	58	10
A839	34.937500	36.281250	[(34.61666666666667, 36.003531106666664), (35.30833333333333, 36.003531106666664), (35.30833333333333, 36.52748848), (34.61666666666667, 36.52748848), (34.61666666666667, 36.003531106666664)]	58	11
A840	34.875000	36.620536	[(34.61666666666667, 36.52748848), (35.30833333333333, 36.52748848), (35.30833333333333, 37.051445853333334), (34.61666666666667, 37.051445853333334), (34.61666666666667, 36.52748848)]	58	12
A841	35.352679	33.732143	[(35.30833333333333, 33.38374424), (36.0, 33.38374424), (36.0, 33.90770161333333), (35.30833333333333, 33.90770161333333), (35.30833333333333, 33.38374424)]	59	6
A842	35.455966	34.171875	[(35.30833333333333, 33.90770161333333), (36.0, 33.90770161333333), (36.0, 34.43165898666666), (35.30833333333333, 34.43165898666666), (35.30833333333333, 33.90770161333333)]	59	7
A843	35.581395	34.688227	[(35.30833333333333, 34.43165898666666), (36.0, 34.43165898666666), (36.0, 34.95561636), (35.30833333333333, 34.95561636), (35.30833333333333, 34.43165898666666)]	59	8
A844	35.582792	35.220779	[(35.30833333333333, 34.95561636), (36.0, 34.95561636), (36.0, 35.47957373333333), (35.30833333333333, 35.47957373333333), (35.30833333333333, 34.95561636)]	59	9
A845	35.547500	35.770833	[(35.30833333333333, 35.47957373333333), (36.0, 35.47957373333333), (36.0, 36.003531106666664), (35.30833333333333, 36.003531106666664), (35.30833333333333, 35.47957373333333)]	59	10
A846	35.582237	36.281250	[(35.30833333333333, 36.003531106666664), (36.0, 36.003531106666664), (36.0, 36.52748848), (35.30833333333333, 36.52748848), (35.30833333333333, 36.003531106666664)]	59	11
A847	35.801136	36.647727	[(35.30833333333333, 36.52748848), (36.0, 36.52748848), (36.0, 37.051445853333334), (35.30833333333333, 37.051445853333334), (35.30833333333333, 36.52748848)]	59	12
